survey,question_concept_id,question,answer_concept_id,answer,answer_numeric,answer_text
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192476,How much you agree or disagree that there is too much alcohol use in your neighborhood?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192480,How often do you have someone to take you to the doctor if you need it?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192491,"In the last month, how often have you felt nervous and stressed",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192492,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192493,How much you agree or disagree that there is a lot of crime in your neighborhood?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192494,How often do you feel that people are around you but not with you?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192497,How often are you treated with less courtesy than other people when you go to a doctor's office or other health care provider?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192499,How much you agree or disagree that people in your neighborhood can be trusted?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192500,How much you agree or disagree that there are too many people hanging around on the streets near your home?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192501,How often do you feel isolated from others?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192503,How often do you receive poorer service than others when you go to a doctor's office or other health care provider?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192504,How often do you feel that you are an outgoing person?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192505,How often does a doctor or nurse act as if he or she thinks you are not smart when you go to a doctor's office or other health care provider?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192506,"In the last month, how often have you found that you could not cope with all the things that you had to do?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192507,How often do you feel lack companionship?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192511,How often do you have someone to help you with daily chores if you were sick?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192516,How often do you feel that you can find companionship when you want it?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192517,"Within the past 12 months, were you worried whether your food would run out before you got money to buy more?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192522,How much you agree or disagree that your neighborhood is noisy?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192525,"In the last month, how often have you felt that things were going your way?",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192526,Do you speak a language other than English at home?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192528,How often do you have someone to turn to for suggestions about how to deal with a personal problem?,903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192529,"Since you speak a language other than English at home, we are interested in your own thoughts about how well you think you speak English. Would you say you speak English...",903096,PMI: Skip,-98,Skip
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192487,I do not believe in God (or a higher power),-89,I do not believe in God (or a higher power)
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192487,I do not believe in God (or a higher power),-89,I do not believe in God (or a higher power)
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192487,I do not believe in God (or a higher power),-89,I do not believe in God (or a higher power)
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192487,I do not believe in God (or a higher power),-89,I do not believe in God (or a higher power)
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192487,I do not believe in God (or a higher power),-89,I do not believe in God (or a higher power)
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192487,I do not believe in God (or a higher power),-89,I do not believe in God (or a higher power)
Social Determinants of Health,40192410,"My neighborhood has several free or low-cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...",40192520,Does not apply to my neighborhood,-88,Does not apply to my neighborhood
Social Determinants of Health,40192414,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,40192520,Does not apply to my neighborhood,-88,Does not apply to my neighborhood
Social Determinants of Health,40192431,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, or shared use paths for cycles and pedestrians. Would you say that you...",40192520,Does not apply to my neighborhood,-88,Does not apply to my neighborhood
Social Determinants of Health,40192436,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...",40192520,Does not apply to my neighborhood,-88,Does not apply to my neighborhood
Social Determinants of Health,40192437,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,40192520,Does not apply to my neighborhood,-88,Does not apply to my neighborhood
Social Determinants of Health,40192440,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...",40192520,Does not apply to my neighborhood,-88,Does not apply to my neighborhood
Social Determinants of Health,40192492,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,40192520,Does not apply to my neighborhood,-88,Does not apply to my neighborhood
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192432,I am not religious,-87,I am not religious
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192432,I am not religious,-87,I am not religious
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192432,I am not religious,-87,I am not religious
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192432,I am not religious,-87,I am not religious
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192432,I am not religious,-87,I am not religious
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192432,I am not religious,-87,I am not religious
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",40192465,Never,0,Never
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",40192465,Never,0,Never
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192392,None of the above,0,None of the above
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",40192465,Never,0,Never
Social Determinants of Health,40192426,"Within the past 12 months, were you worried whether the food you had bought just didn't last and you didn't have money to get more?",40192474,Never true,0,Never true
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",40192465,Never,0,Never
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",40192465,Never,0,Never
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",40192465,Never,0,Never
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",40192465,Never,0,Never
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",40192465,Never,0,Never
Social Determinants of Health,40192517,"Within the past 12 months, were you worried whether your food would run out before you got money to buy more?",40192474,Never true,0,Never true
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",40192465,Never,0,Never
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192485,Your ancestry or national origins,1,Your ancestry or national origins
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192447,Your gender,1,Your gender
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192473,Your race,1,Your race
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192427,Your age,1,Your age
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192512,Your religion,1,Your religion
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192450,Your height,1,Your height
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192438,Your weight,1,Your weight
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192413,Some other aspect of your physical appearance,1,Some other aspect of your physical appearance
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192406,Your sexual orientation,1,Your sexual orientation
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192483,Your education or income level,1,Your education or income level
Social Determinants of Health,40192428,Discrimination: What do you think is the main reason for these experiences?,40192467,Other (specify),1,Other (specify)
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192381,"In the last month, how often have you felt that you were unable to control the important things in your life?",40192465,Never,1,Never
Social Determinants of Health,40192383,How often does a doctor or nurse act as if he or she is better than you when you go to a doctor's office or other health care provider?,40192465,Never,1,Never
Social Determinants of Health,40192384,How much you agree or disagree that your neighborhood is safe?,40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192386,How much you agree or disagree that people in your neighborhood take good care of their houses and apartments?,40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192388,How often do you have someone to prepare your meals if you were unable to do it yourself?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192390,How often do you feel that you are unhappy being so withdrawn?,40192465,Never,1,Never
Social Determinants of Health,40192394,How often do you feel like a doctor or nurse is not listening to what you were saying. when you go to a doctor's office or other health care provider?,40192465,Never,1,Never
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192396,"In the last month, how often have you been angered because of things that were outside of your control?",40192465,Never,1,Never
Social Determinants of Health,40192397,How often do you feel that there is no one you can turn to?,40192465,Never,1,Never
Social Determinants of Health,40192398,How often do you feel left out?,40192465,Never,1,Never
Social Determinants of Health,40192399,How often do you have someone who understands your problems?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192400,How much you agree or disagree that in your neighborhood people watch out for each other?,40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192403,Many times a day,1,Many times a day
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192460,Bug infestation,1,Bug infestation
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192479,Mold,1,Mold
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192393,Lead paint or pipes,1,Lead paint or pipes
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192434,Inadequate heat,1,Inadequate heat
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192495,Oven or stove not working,1,Oven or stove not working
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192468,No or not working smoke detector,1,No or not working smoke detector
Social Determinants of Health,40192402,Think about the place you live. Do you have problems with any of the following? Select all that apply.,40192444,Water leaks,1,Water leaks
Social Determinants of Health,40192404,How much you agree or disagree that you are always having trouble with your neighbors?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192410,"My neighborhood has several free or low-cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...",40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192411,How much you agree or disagree that people in your neighborhood generally get along with each other?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192412,How much you agree or disagree that vandalism is common in your neighborhood?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192414,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192403,Many times a day,1,Many times a day
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192417,How much you agree or disagree that people in your neighborhood share the same values?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192419,"In the last month, how often have you felt confident about your ability to handle your personal problems?",40192424,Very Often,1,Very Often
Social Determinants of Health,40192420,How much you agree or disagree that there is a lot of graffiti in your neighborhood?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192423,How often does a doctor or nurse act as if he or she is afraid of you when you go to a doctor's office or other health care provider?,40192465,Never,1,Never
Social Determinants of Health,40192425,How often are you treated with less respect than other people when you go to a doctor's office or other health care provider?,40192465,Never,1,Never
Social Determinants of Health,40192426,"Within the past 12 months, were you worried whether the food you had bought just didn't last and you didn't have money to get more?",40192508,Often true,1,Often true
Social Determinants of Health,40192426,"Within the past 12 months, were you worried whether the food you had bought just didn't last and you didn't have money to get more?",40192488,Sometimes true,1,Sometimes true
Social Determinants of Health,40192431,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, or shared use paths for cycles and pedestrians. Would you say that you...",40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192436,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...",40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192437,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192439,How often do you have someone to have a good time with?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192440,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...",40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192442,How often do you have someone to help you if you were confined to bed?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192403,Many times a day,1,Many times a day
Social Determinants of Health,40192445,"In the last month, how often have you felt that you were on top of things?",40192424,Very Often,1,Very Often
Social Determinants of Health,40192446,How often do you have someone to love and make you feel wanted?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192449,"In the last month, how often have you been able to control irritations in your life?",40192424,Very Often,1,Very Often
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192452,"In the last month, how often have you been upset because of something that happened unexpectedly?",40192465,Never,1,Never
Social Determinants of Health,40192456,How much you agree or disagree that your neighborhood is clean?,40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192457,How much you agree or disagree that there is too much drug use in your neighborhood?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192458,What is the main type of housing in your neighborhood?,40192407,Detached single-family housing,1,Detached single-family housing
Social Determinants of Health,40192462,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",40192465,Never,1,Never
Social Determinants of Health,40192463,How much you agree or disagree that people around here are willing to help their neighbor?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192469,How much you agree or disagree that there are lot of abandoned buildings in your neighborhood?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192470,How often do you go to religious meetings or services?,706067,Less than once per month,1,Less than once per month
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192403,Many times a day,1,Many times a day
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192403,Many times a day,1,Many times a day
Social Determinants of Health,40192476,How much you agree or disagree that there is too much alcohol use in your neighborhood?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192480,How often do you have someone to take you to the doctor if you need it?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192491,"In the last month, how often have you felt nervous and stressed",40192465,Never,1,Never
Social Determinants of Health,40192492,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,40192514,Strongly agree,1,Strongly agree
Social Determinants of Health,40192493,How much you agree or disagree that there is a lot of crime in your neighborhood?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192494,How often do you feel that people are around you but not with you?,40192465,Never,1,Never
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192497,How often are you treated with less courtesy than other people when you go to a doctor's office or other health care provider?,40192465,Never,1,Never
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192403,Many times a day,1,Many times a day
Social Determinants of Health,40192499,How much you agree or disagree that people in your neighborhood can be trusted?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192500,How much you agree or disagree that there are too many people hanging around on the streets near your home?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192501,How often do you feel isolated from others?,40192465,Never,1,Never
Social Determinants of Health,40192503,How often do you receive poorer service than others when you go to a doctor's office or other health care provider?,40192465,Never,1,Never
Social Determinants of Health,40192504,How often do you feel that you are an outgoing person?,40192482,Often,1,Often
Social Determinants of Health,40192505,How often does a doctor or nurse act as if he or she thinks you are not smart when you go to a doctor's office or other health care provider?,40192465,Never,1,Never
Social Determinants of Health,40192506,"In the last month, how often have you found that you could not cope with all the things that you had to do?",40192465,Never,1,Never
Social Determinants of Health,40192507,How often do you feel lack companionship?,40192465,Never,1,Never
Social Determinants of Health,40192511,How often do you have someone to help you with daily chores if you were sick?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192516,How often do you feel that you can find companionship when you want it?,40192482,Often,1,Often
Social Determinants of Health,40192517,"Within the past 12 months, were you worried whether your food would run out before you got money to buy more?",40192508,Often true,1,Often true
Social Determinants of Health,40192517,"Within the past 12 months, were you worried whether your food would run out before you got money to buy more?",40192488,Sometimes true,1,Sometimes true
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",40192464,Less than once a year,1,Less than once a year
Social Determinants of Health,40192522,How much you agree or disagree that your neighborhood is noisy?,40192422,Strongly disagree,1,Strongly disagree
Social Determinants of Health,40192525,"In the last month, how often have you felt that things were going your way?",40192424,Very Often,1,Very Often
Social Determinants of Health,40192526,Do you speak a language other than English at home?,40192448,Yes,1,Yes
Social Determinants of Health,40192528,How often do you have someone to turn to for suggestions about how to deal with a personal problem?,40192454,None of the time,1,None of the time
Social Determinants of Health,40192529,"Since you speak a language other than English at home, we are interested in your own thoughts about how well you think you speak English. Would you say you speak English...",40192435,Very well,1,Very well
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192381,"In the last month, how often have you felt that you were unable to control the important things in your life?",40192430,Almost Never,2,Almost Never
Social Determinants of Health,40192383,How often does a doctor or nurse act as if he or she is better than you when you go to a doctor's office or other health care provider?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192384,How much you agree or disagree that your neighborhood is safe?,40192455,Agree,2,Agree
Social Determinants of Health,40192386,How much you agree or disagree that people in your neighborhood take good care of their houses and apartments?,40192455,Agree,2,Agree
Social Determinants of Health,40192388,How often do you have someone to prepare your meals if you were unable to do it yourself?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192390,How often do you feel that you are unhappy being so withdrawn?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192394,How often do you feel like a doctor or nurse is not listening to what you were saying. when you go to a doctor's office or other health care provider?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192395,"In your day-to-day life, how often do people act as if they think you are dishonest?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192396,"In the last month, how often have you been angered because of things that were outside of your control?",40192430,Almost Never,2,Almost Never
Social Determinants of Health,40192397,How often do you feel that there is no one you can turn to?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192398,How often do you feel left out?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192399,How often do you have someone who understands your problems?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192400,How much you agree or disagree that in your neighborhood people watch out for each other?,40192455,Agree,2,Agree
Social Determinants of Health,40192401,How often do you feel deep inner peace or harmony?,40192385,Every day,2,Every day
Social Determinants of Health,40192404,How much you agree or disagree that you are always having trouble with your neighbors?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192410,"My neighborhood has several free or low-cost recreation facilities, such as parks, walking trails, bike paths, recreation centers, playgrounds, public swimming pools, etc. Would you say that you...",40192478,Somewhat agree,2,Somewhat agree
Social Determinants of Health,40192411,How much you agree or disagree that people in your neighborhood generally get along with each other?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192412,How much you agree or disagree that vandalism is common in your neighborhood?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192414,The crime rate in my neighborhood makes it unsafe to go on walks during the day. Would you say that you...,40192478,Somewhat agree,2,Somewhat agree
Social Determinants of Health,40192415,How often do you feel that you are spiritually touched by the beauty of creation?,40192385,Every day,2,Every day
Social Determinants of Health,40192416,"In your day-to-day life, how often do you receive poorer service than other people at restaurants or stores?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192417,How much you agree or disagree that people in your neighborhood share the same values?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192419,"In the last month, how often have you felt confident about your ability to handle your personal problems?",40192477,Fairly Often,2,Fairly Often
Social Determinants of Health,40192420,How much you agree or disagree that there is a lot of graffiti in your neighborhood?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192423,How often does a doctor or nurse act as if he or she is afraid of you when you go to a doctor's office or other health care provider?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192425,How often are you treated with less respect than other people when you go to a doctor's office or other health care provider?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192431,"There are facilities to bicycle in or near my neighborhood, such as special lanes, separate paths or trails, or shared use paths for cycles and pedestrians. Would you say that you...",40192478,Somewhat agree,2,Somewhat agree
Social Determinants of Health,40192436,"Many shops, stores, markets or other places to buy things I need are within easy walking distance of my home. Would you say that you...",40192478,Somewhat agree,2,Somewhat agree
Social Determinants of Health,40192437,There are sidewalks on most of the streets in my neighborhood. Would you say that you...,40192478,Somewhat agree,2,Somewhat agree
Social Determinants of Health,40192439,How often do you have someone to have a good time with?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192440,"It is within a 10-15 minute walk to a transit stop (such as bus, train, trolley, or tram) from my home. Would you say that you...",40192478,Somewhat agree,2,Somewhat agree
Social Determinants of Health,40192442,How often do you have someone to help you if you were confined to bed?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192443,How often do you desire to be closer to or in union with God (or a higher power)?,40192385,Every day,2,Every day
Social Determinants of Health,40192445,"In the last month, how often have you felt that you were on top of things?",40192477,Fairly Often,2,Fairly Often
Social Determinants of Health,40192446,How often do you have someone to love and make you feel wanted?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192449,"In the last month, how often have you been able to control irritations in your life?",40192477,Fairly Often,2,Fairly Often
Social Determinants of Health,40192451,"In your day-to-day life, how often are you threatened or harassed?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192452,"In the last month, how often have you been upset because of something that happened unexpectedly?",40192430,Almost Never,2,Almost Never
Social Determinants of Health,40192456,How much you agree or disagree that your neighborhood is clean?,40192455,Agree,2,Agree
Social Determinants of Health,40192457,How much you agree or disagree that there is too much drug use in your neighborhood?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192458,What is the main type of housing in your neighborhood?,40192418,Townhouses,2,Townhouses
Social Determinants of Health,40192462,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?",40192430,Almost Never,2,Almost Never
Social Determinants of Health,40192463,How much you agree or disagree that people around here are willing to help their neighbor?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192466,"In your day-to-day life, how often are you treated with less courtesy than other people?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192469,How much you agree or disagree that there are lot of abandoned buildings in your neighborhood?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192470,How often do you go to religious meetings or services?,706066,1 to 3 times per month,2,1 to 3 times per month
Social Determinants of Health,40192471,"How often do you feel God's (or a higher power's) love for you, directly or through others?",40192385,Every day,2,Every day
Social Determinants of Health,40192475,How often do you find strength and comfort in your religion?,40192385,Every day,2,Every day
Social Determinants of Health,40192476,How much you agree or disagree that there is too much alcohol use in your neighborhood?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192480,How often do you have someone to take you to the doctor if you need it?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192489,"In your day-to-day life, how often are you treated with less respect than other people?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192490,"In your day-to-day life, how often do people act as if they think you are not smart?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192491,"In the last month, how often have you felt nervous and stressed",40192430,Almost Never,2,Almost Never
Social Determinants of Health,40192492,The crime rate in my neighborhood makes it unsafe to go on walks at night. Would you say that you...,40192478,Somewhat agree,2,Somewhat agree
Social Determinants of Health,40192493,How much you agree or disagree that there is a lot of crime in your neighborhood?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192494,How often do you feel that people are around you but not with you?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192496,"In your day-to-day life, how often do people act as if they're better than you are?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192497,How often are you treated with less courtesy than other people when you go to a doctor's office or other health care provider?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192498,How often do you feel God's (or a higher power's) presence?,40192385,Every day,2,Every day
Social Determinants of Health,40192499,How much you agree or disagree that people in your neighborhood can be trusted?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192500,How much you agree or disagree that there are too many people hanging around on the streets near your home?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192501,How often do you feel isolated from others?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192503,How often do you receive poorer service than others when you go to a doctor's office or other health care provider?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192504,How often do you feel that you are an outgoing person?,40192429,Sometimes,2,Sometimes
Social Determinants of Health,40192505,How often does a doctor or nurse act as if he or she thinks you are not smart when you go to a doctor's office or other health care provider?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192506,"In the last month, how often have you found that you could not cope with all the things that you had to do?",40192430,Almost Never,2,Almost Never
Social Determinants of Health,40192507,How often do you feel lack companionship?,40192481,Rarely,2,Rarely
Social Determinants of Health,40192511,How often do you have someone to help you with daily chores if you were sick?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192516,How often do you feel that you can find companionship when you want it?,40192429,Sometimes,2,Sometimes
Social Determinants of Health,40192519,"In your day-to-day life, how often are you called names or insulted?",40192453,A few times a year,2,A few times a year
Social Determinants of Health,40192522,How much you agree or disagree that your neighborhood is noisy?,40192408,Disagree,2,Disagree
Social Determinants of Health,40192525,"In the last month, how often have you felt that things were going your way?",40192477,Fairly Often,2,Fairly Often
Social Determinants of Health,40192526,Do you speak a language other than English at home?,40192523,No,2,No
Social Determinants of Health,40192528,How often do you have someone to turn to for suggestions about how to deal with a personal problem?,40192518,A little of the time,2,A little of the time
Social Determinants of Health,40192529,"Since you speak a language other than English at home, we are interested in your own thoughts about how well you think you speak English. Would you say you speak English...",40192510,Well,2,Well
Social Determinants of Health,40192380,"In your day-to-day life, how often do people act as if they are afraid of you?",40192461,A few times a month,3,A few times a month
Social Determinants of Health,40192381,"In the last month, how often have you felt that you were unable to control the important things in your life?",40192429,Sometimes,3,Sometimes
