"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4T776UKC","journalArticle","2013","Lange, Sascha; Fraune, Christoph; Alenina, Natalia; Bader, Michael; Danser, A. H. Jan; Frenay, Anne-Roos; van Goor, Harry; Stahl, Rolf; Nguyen, Genevieve; Schwedhelm, Edzard; Wenzel, Ulrich Otto","Aliskiren accumulation in the kidney: no major role for binding to renin or prorenin.","Journal of hypertension","","1473-5598 0263-6352","10.1097/HJH.0b013e32835e226b","","BACKGROUND AND OBJECTIVE: The antihypertensive effects of the direct renin inhibitor aliskiren last substantially longer after treatment withdrawal than  expected based upon its plasma half-life. This may be attributable to drug  accumulation in the kidney as recently shown in rats and mice. Since aliskiren  binds to renin we examined in the present study whether this accumulation depends  on the renin content of the kidney. METHODS: For this we measured the aliskiren  concentration in the kidney of wild-type as well as AT1a receptor(-/-) and  Ren1c(-/-) mice. AT1a receptor(-/-) mice overexpress renin due to the lack of  angiotensin II-mediated negative feedback, whereas Ren1c(-/-) mice lack renal  renin expression. RESULTS: Accumulation of aliskiren was found in the kidney of  wild-type mice. However, renal accumulation was neither influenced by the  overexpression nor by the absence of renin in the kidney. It was recently shown  that the effects of aliskiren can be blocked by a handle region peptide, which  inhibits the nonproteolytic activation of prorenin bound to the (pro)renin  receptor. To investigate whether this putative (pro)renin receptor blocker  influences renal aliskiren accumulation, we administered the blocker in addition  to aliskiren. No influence on renal aliskiren accumulation was observed.  CONCLUSION: These data confirm accumulation of aliskiren in the murine kidney and  demonstrate that neither renin nor (pro)renin receptor-bound prorenin are major  players in this process.","2013-04","2024-04-17 08:32:24","2024-04-17 08:32:24","","713-719","","4","31","","J Hypertens","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 23407438","","","","Humans; Animals; Mice; Mice, Inbred C57BL; Protein Binding; Immunohistochemistry; Kidney/*metabolism; Mice, Knockout; Renin/*metabolism; Amides/blood/metabolism/*pharmacokinetics; Antihypertensive Agents/blood/metabolism/*pharmacokinetics; Fumarates/blood/metabolism/*pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6TDQ8PMZ","journalArticle","2008","Ayalasomayajula, Surya; Yeh, Ching-Ming; Vaidyanathan, Sujata; Flannery, Brian; Dieterich, Hans Armin; Howard, Dan; Bedigian, Martin P.; Dole, William P.","Effects of aliskiren, a direct Renin inhibitor, on cardiac repolarization and conduction in healthy subjects.","Journal of clinical pharmacology","","0091-2700","10.1177/0091270008319330","","This multicenter, double-blind study evaluated the effects of aliskiren, a direct renin inhibitor approved for hypertension, on cardiac repolarization and  conduction. Healthy volunteers (n = 298) were randomized to aliskiren 300 mg,  aliskiren 1200 mg, moxifloxacin 400 mg (positive control), or placebo once daily  for 7 days. Digitized electrocardiograms were obtained at baseline and day 7 of  treatment over 23 hours postdose. Placebo-adjusted mean changes from baseline in  QTcF (Fridericia corrected), QTcI (individualized correction), PR, and QRS  intervals were compared at each time point (time-matched analysis) and for values  averaged across the dosing period (baseline-averaged analysis). In time-matched  analysis, mean changes in QTcF with aliskiren were below predefined limits for  QTc prolongation (mean increase <5 milliseconds; upper 90% confidence interval  [CI] <10 milliseconds) except aliskiren 1200 mg at 23 hours (5.2 milliseconds;  90% CI 2.2, 8.1). With moxifloxacin, significant QTcF prolongation occurred at  most time points, confirming the sensitivity of the assay. Baseline-averaged  analysis was consistent with time-matched analysis. Instances of QTcF interval  >450 milliseconds or a >30-millisecond increase from baseline with aliskiren (<  or = 1%) were similar or lower than placebo (< or = 4%). Results were similar for  QTcI. Aliskiren had no effect on PR or QRS duration. In conclusion, aliskiren at  the highest approved dose (300 mg) and a 4-fold higher dose had no effect on  cardiac repolarization or conduction in healthy volunteers.","2008-07","2024-04-17 08:32:24","2024-04-17 08:32:24","","799-811","","7","48","","J Clin Pharmacol","","","","","","","","eng","","","","","","","Place: England PMID: 18490495","","","","Adult; Humans; Male; Female; Middle Aged; Double-Blind Method; Electrocardiography/*drug effects; Antihypertensive Agents/*pharmacology; Fluoroquinolones; Quinolines/pharmacology; Renin/*antagonists & inhibitors; Amides/adverse effects/pharmacokinetics/*pharmacology; Fumarates/adverse effects/pharmacokinetics/*pharmacology; Aza Compounds/pharmacology; Moxifloxacin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNX63GYH","journalArticle","2011","Brunetti, Natale Daniele; De Gennaro, Luisa; Pellegrino, Pier Luigi; Cuculo, Andrea; Ziccardi, Luigi; Gaglione, Antonio; Di Biase, Matteo","Direct renin inhibition: update on clinical investigations with aliskiren.","European journal of cardiovascular prevention and rehabilitation : official journal of the European Society of Cardiology, Working Groups on Epidemiology &  Prevention and Cardiac Rehabilitation and Exercise Physiology","","1741-8275 1741-8267","10.1177/1741826710389387","","The renin–angiotensin–aldosterone system (RAAS) plays a pivotal role in regulating blood pressure, volume, and electrolytes. The final product of RAAS  cascade is angiotensin II, which exerts diverse biological activities via binding  to one of three known receptor types, with different binding consequences.  Despite the success with conventional strategies to limit angiotensin II  production and action, these agents promote a reflex rise in plasma renin  activity, which is thought to be associated with an increased incidence of  cardiovascular events. Several renin inhibitors have been synthesized in order to  counteract deleterious consequences of renin activity and RAAS activation;  aliskiren is the first of these new non-peptide direct renin inhibitors to be  approved for the treatment of hypertension. The paper reviews pharmacokinetics of  aliskiren and its role in hypertension, with particular regard to those studies  that compared clinical efficacy of aliskiren in comparison and in addition to  other antihypertensive drug strategies.","2011-06","2024-04-17 08:32:24","2024-04-17 08:32:24","","424-437","","3","18","","Eur J Cardiovasc Prev Rehabil","","","","","","","","eng","","","","","","","Place: England PMID: 21450645","","","","Humans; Cardiovascular Agents/*therapeutic use; Renin-Angiotensin System/*drug effects; Renin/*antagonists & inhibitors/blood; Cardiovascular Diseases/blood/*prevention & control; Amides/*therapeutic use; Fumarates/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52HULWIG","journalArticle","2008","Chrysant, Steven G.","Aliskiren-hydrochlorothiazide combination for the treatment of hypertension.","Expert review of cardiovascular therapy","","1744-8344 1477-9072","10.1586/14779072.6.3.305","","Hypertension is a major risk factor for cardiovascular morbidity and mortality and currently has been estimated at 30% of the US population. Of these, only  36.8% have their blood pressure reduced to recommended levels of lower than  140/90 mmHg for uncomplicated hypertension, or less than 130/80 mmHg for patients  with diabetes mellitus or renal disease. Since monotherapy controls blood  pressure in less than 50% of treated hypertensive patients, combination therapy  is often required to bring blood pressure to the recommended levels of the 7th  Joint National Committee report. One of the most effective and widely used  combinations is the combination of an angiotensin-converting enzyme inhibitor or  angiotensin receptor blocker with hydrochlorothiazide (HCTZ). Aliskiren, a new  blocker of the renin-angiotensin system has been developed and approved by the US  FDA on 18th January 2008 for the treatment of hypertension. Aliskiren is a direct  inhibitor of renin, the rate-limiting enzyme for the production of angiotensin  II, a powerful vasoconstrictive peptide. Several randomized clinical trials have  demonstrated that aliskiren administered in single daily doses of 150, 300 or 600  mg alone and in combination with HCTZ 12.5 and 25 mg is effective in lowering  blood pressure, and is safe and well tolerated. In this article, the  pharmacokinetic and pharmacodynamic profile and the clinical application of  aliskiren alone and in combination with HCTZ will be discussed.","2008-03","2024-04-17 08:32:24","2024-04-17 08:32:24","","305-314","","3","6","","Expert Rev Cardiovasc Ther","","","","","","","","eng","","","","","","","Place: England PMID: 18327992","","","","Humans; Male; Female; Risk Assessment; Dose-Response Relationship, Drug; Drug Interactions; Treatment Outcome; Drug Administration Schedule; Randomized Controlled Trials as Topic; United States; Drug Therapy, Combination; Drug Approval; United States Food and Drug Administration; Severity of Illness Index; Survival Rate; Renin/*antagonists & inhibitors; Hydrochlorothiazide/*administration & dosage; Amides/*administration & dosage/*pharmacokinetics; Fumarates/*administration & dosage/*pharmacokinetics; Hypertension/diagnosis/*drug therapy/mortality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A5WSWC9E","journalArticle","2007","","Aliskiren (Tekturna) for hypertension.","The Medical letter on drugs and therapeutics","","1523-2859 0025-732X","","","","2007-04-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","29-31","","1258","49","","Med Lett Drugs Ther","","","","","","","","eng","","","","","","","Place: United States PMID: 17415282","","","","Adult; Humans; Randomized Controlled Trials as Topic; Hypertension/*drug therapy; Renin/antagonists & inhibitors; Antihypertensive Agents/pharmacokinetics/pharmacology/*therapeutic use; Amides/pharmacokinetics/pharmacology/*therapeutic use; Fumarates/pharmacokinetics/pharmacology/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6DB9DKUK","journalArticle","2007","Oh, Byung-Hee","Aliskiren, the first in a new class of direct renin inhibitors for hypertension: present and future perspectives.","Expert opinion on pharmacotherapy","","1744-7666 1465-6566","10.1517/14656566.8.16.2839","","Aliskiren, the direct renin inhibitor, is the first new class of drug available in 13 years for the treatment of hypertension. Renin has long been recognized as  a preferred site for blockade of the renin-angiotensin-aldosterone system because  it prevents conversion of angiotensinogen to angiotensin I. Aliskiren binds to  the active site of the renin molecule, blocking angiotensinogen cleavage, thus,  preventing the formation of angiotensin I. Clinical studies have demonstrated at  least equivalent or superior blood pressure lowering efficacy compared with  existing drugs with a favorable side effect profile. Aliskiren possesses possible  synergistic potential when combined with a thiazide diuretic, ACE inhibitor,  angiotensin receptor blocker and calcium channel blocker both in terms of  efficacy and tolerability. This review aims to define the role of aliskiren in  the therapeutic management of hypertension.","2007-11","2024-04-17 08:32:24","2024-04-17 08:32:24","","2839-2849","","16","8","","Expert Opin Pharmacother","","","","","","","","eng","","","","","","","Place: England PMID: 17956203","","","","Humans; Animals; Treatment Outcome; Hypertension/*drug therapy; Renin/antagonists & inhibitors; Amides/adverse effects/chemistry/pharmacokinetics/*therapeutic use; Antihypertensive Agents/adverse effects/chemistry/pharmacokinetics/*therapeutic use; Fumarates/adverse effects/chemistry/pharmacokinetics/*therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9DVQ5T5Q","journalArticle","2010","Gullapalli, Nageshwara; Bloch, Michael J.; Basile, Jan","Renin-angiotensin-aldosterone system blockade in high-risk hypertensive patients: current approaches and future trends.","Therapeutic advances in cardiovascular disease","","1753-9455 1753-9447","10.1177/1753944710384430","","Agents that block the renin-angiotensin-aldosterone system (RAAS) are the cornerstones of antihypertensive therapy in patients at high risk for  cardiovascular or renal disease. Recently, it was shown that activation of RAAS  may occur through alternate pathways not inhibited by angiotensin-converting  enzyme inhibitors (ACEIs), angiotensin receptor blockers (ARBs), or  mineralocorticoid receptor antagonists (MRAs), and that ACEIs, ARBs, or MRAs may  actually cause a reactive increase in plasma renin concentration and activity.  While these agents, alone or in combination, decrease blood pressure and  cardiovascular events to varying degrees, the direct renin inhibitor is a new  class of RAAS blocking agent. Aliskiren is the first US Food and Drug  Administration-approved direct renin inhibitor with good oral bioavailability.  ASPIRE HIGHER is an ongoing series of clinical trials designed to investigate the  effect of aliskiren on cardiovascular/renal surrogate endpoints and  morbidity/mortality in patients with hypertension and high risk for  cardiovascular or renal disease.","2010-12","2024-04-17 08:32:24","2024-04-17 08:32:24","","359-373","","6","4","","Ther Adv Cardiovasc Dis","","","","","","","","eng","","","","","","","Place: England PMID: 20965951","","","","Humans; Animals; Biological Availability; Antihypertensive Agents/pharmacokinetics/*pharmacology; Angiotensin Receptor Antagonists/pharmacology; Angiotensin-Converting Enzyme Inhibitors/pharmacology; Renin-Angiotensin System/*drug effects; Hypertension/*drug therapy/physiopathology; Renin/antagonists & inhibitors/blood; Amides/pharmacokinetics/pharmacology; Fumarates/pharmacokinetics/pharmacology; Mineralocorticoid Receptor Antagonists","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6JPR5ZK","journalArticle","2011","Billecke, Scott S.; Marcovitz, P. A.","Aliskiren/amlodipine combination for the treatment of hypertension.","Drugs of today (Barcelona, Spain : 1998)","","1699-3993","10.1358/dot.2011.47.6.1603505","","The challenge of managing hypertension is exemplified by the limited success of monotherapy and necessity for multiple drug regimens targeting complimentary  pathways. Recent evidence suggests that combination therapy including  angiotensin-converting enzyme (ACE) inhibitors and calcium channel blockers  (CCBs) provides blood pressure control while reducing cardiovascular mortality  and morbidity over ACE inhibitor/diuretic therapy. However, CCBs, ACE inhibitors  and angiotensin receptor blockers all increase plasma renin activity (PRA),  promoting angiotensin I accumulation and angiotensin II production through  alternative pathways. While the clinical ramifications of this and other  compensatory pathways activating the renin-angiotensin-aldosterone system are  unclear, the recently approved aliskiren/amlodipine antihypertensive combination  pill has been shown to decrease PRA via aliskiren's direct inhibition of renin.  The purpose of this monograph is to review the mechanisms of action,  pharmacodynamics, and safety and efficacy profile of the aliskiren/amlodipine  combination pill.","2011-06","2024-04-17 08:32:24","2024-04-17 08:32:24","","403-417","","6","47","","Drugs Today (Barc)","","","","","","","","eng","Copyright 2011 Prous Science, S.A.U. or its licensors. All rights reserved.","","","","","","Place: Spain PMID: 21695283","","","","Humans; Clinical Trials as Topic; Drug Interactions; Drug Combinations; Hypertension/*drug therapy; Antihypertensive Agents/*administration & dosage; Renin/*antagonists & inhibitors; Amlodipine/*administration & dosage; Amides/*administration & dosage/pharmacokinetics/pharmacology; Fumarates/*administration & dosage/pharmacokinetics/pharmacology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LFJ6N6MZ","journalArticle","2006","Cheng, Huifang; Harris, Raymond C.","Potential side effects of renin inhibitors--mechanisms based on comparison with other renin-angiotensin blockers.","Expert opinion on drug safety","","1744-764X 1474-0338","10.1517/14740338.5.5.631","","Angiotensin (Ang) II plays important roles in the development of hypertension and cardiovascular and renal injury. Pharmaceutical approaches to block its activity  led to the development of angiotensin-converting enzyme inhibitors and  angiotensin receptor blockers. Numerous trials have documented their efficacy in  controlling blood pressure, minimising left ventricular remodelling, preventing  progression to heart failure, ameliorating proteinuria and retarding renal  disease progression. Although they are considered safe in general, there remain  concerns about the potential for adverse events in certain target populations.  Recently, several novel, low molecular weight renin inhibitors without the  extended peptide-like backbone of previous renin inhibitors were developed with  favourable pharmacokinetic properties. They have been shown to successfully  reduce Ang II levels in normal volunteers and to lower blood pressure in patients  with mild-to-moderate hypertension. In this review, the authors summarise current  knowledge about these renin inhibitors.","2006-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","631-641","","5","5","","Expert Opin Drug Saf","","","","","","","","eng","","","","","","","Place: England PMID: 16907653","","","","Humans; Male; Animals; Clinical Trials as Topic; Mice; Amides; Abnormalities, Drug-Induced/etiology; Hypertension/*drug therapy; Angiotensin-Converting Enzyme Inhibitors/adverse effects/*therapeutic use; *Angiotensin Receptor Antagonists; Hypotension/*chemically induced; Renin/*antagonists & inhibitors/physiology; Fumarates/adverse effects/therapeutic use; Hyperkalemia/*chemically induced; Inappropriate ADH Syndrome/chemically induced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4NQ3NXL","journalArticle","2007","Hussar, Daniel A.","New drugs: aliskiren hemifumarate, lisdexamfetamine dimesylate, and lapatinib.","Journal of the American Pharmacists Association : JAPhA","","1544-3450 1086-5802","10.1331/JAPhA.2007.07504","","","2007-06","2024-04-17 08:32:24","2024-04-17 08:32:24","","425-6, 428-430","","3","47","","J Am Pharm Assoc (2003)","","","","","","","","eng","","","","","","","Place: United States PMID: 17510042","","","","Humans; Drug Interactions; Lapatinib; Hypertension/*drug therapy; Antineoplastic Agents/adverse effects/pharmacokinetics/therapeutic use; Breast Neoplasms/*drug therapy; Protein Kinase Inhibitors/adverse effects/pharmacokinetics/therapeutic use; Lisdexamfetamine Dimesylate; Amides/adverse effects/pharmacokinetics/*therapeutic use; Fumarates/adverse effects/pharmacokinetics/*therapeutic use; Prodrugs/adverse effects/pharmacokinetics/therapeutic use; Antihypertensive Agents/adverse effects/pharmacokinetics/therapeutic use; Attention Deficit Disorder with Hyperactivity/*drug therapy; Central Nervous System Stimulants/adverse effects/pharmacokinetics/therapeutic use; Dextroamphetamine/adverse effects/pharmacokinetics/*therapeutic use; Quinazolines/adverse effects/pharmacokinetics/*therapeutic use; Sympathomimetics/adverse effects/pharmacokinetics/therapeutic use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JCWVFWB","journalArticle","2003","Wood, Jeanette M.; Maibaum, Jürgen; Rahuel, Joseph; Grütter, Markus G.; Cohen, Nissim-Claude; Rasetti, Vittorio; Rüger, Heinrich; Göschke, Richard; Stutz, Stefan; Fuhrer, Walter; Schilling, Walter; Rigollier, Pascal; Yamaguchi, Yasuchika; Cumin, Frederic; Baum, Hans-Peter; Schnell, Christian R.; Herold, Peter; Mah, Robert; Jensen, Chris; O'Brien, Eoin; Stanton, Alice; Bedigian, Martin P.","Structure-based design of aliskiren, a novel orally effective renin inhibitor.","Biochemical and biophysical research communications","","0006-291X","10.1016/s0006-291x(03)01451-7","","Hypertension is a major risk factor for cardiovascular diseases such as stroke, myocardial infarction, and heart failure, the leading causes of death in the  Western world. Inhibitors of the renin-angiotensin system (RAS) have proven to be  successful treatments for hypertension. As renin specifically catalyses the  rate-limiting step of the RAS, it represents the optimal target for RAS  inhibition. Several peptide-like renin inhibitors have been synthesized  previously, but poor pharmacokinetic properties meant that these compounds were  not clinically useful. We employed a combination of molecular modelling and  crystallographic structure analysis to design renin inhibitors lacking the  extended peptide-like backbone of earlier inhibitors, for improved  pharmacokinetic properties. This led to the discovery of aliskiren, a highly  potent and selective inhibitor of human renin in vitro, and in vivo; once-daily  oral doses of aliskiren inhibit renin and lower blood pressure in sodium-depleted  marmosets and hypertensive human patients. Aliskiren represents the first in a  novel class of renin inhibitors with the potential for treatment of hypertension  and related cardiovascular diseases.","2003-09-05","2024-04-17 08:32:24","2024-04-17 08:32:24","","698-705","","4","308","","Biochem Biophys Res Commun","","","","","","","","eng","","","","","","","Place: United States PMID: 12927775","","","","Adolescent; Adult; Humans; Middle Aged; Aged; Animals; Time Factors; Administration, Oral; Species Specificity; Hydrogen-Ion Concentration; Inhibitory Concentration 50; Models, Molecular; *Drug Design; Blood Pressure; Models, Chemical; Amides; Sodium/metabolism; Hypertension/*drug therapy; Renin-Angiotensin System/drug effects; Crystallography, X-Ray; Peptides/chemistry; Fumarates/*chemistry/*pharmacology; Renin/*antagonists & inhibitors/blood/chemistry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P22IYUMW","journalArticle","2012","Ramusovic, Sergej; Laeer, Stephanie","An integrated physiology-based model for the interaction of RAA system biomarkers with drugs.","Journal of cardiovascular pharmacology","","1533-4023 0160-2446","10.1097/FJC.0b013e3182676f06.","","The renin angiotensin aldosterone system (RAAS) is a paramount target for the pharmacological treatment of cardiovascular diseases. As modeling and simulation  techniques are becoming increasingly utilized in cardiovascular research, our aim  was to develop a physiology-based model that describes the effect of different  drugs at different doses on the RAAS and integrates physiology-based description  drug pharmacokinetics (PK). First, a basic RAAS model was developed in which  equations for drug effects were included and missing parameters estimated. Next,  a physiology-based PK model for enalapril and enalaprilat was developed and  coupled to the RAAS model. Simulation of the effects of angiotensin-converting  enzyme inhibitors, angiotensin receptor blockers, and aliskiren administration on  angiotensins I and II did not reveal significant overestimation or  underestimation. For all drugs, the error numerics were acceptable. The model  also encompassed the PK of intravenous and oral enalapril and its conversion to  enalaprilat. In summary, we report a physiology-based model for the interaction  of the RAAS biomarkers angiotensin I and II with enalapril, benazepril,  aliskiren, and losartan that allows for an adequate description of the RAAS  response after single administration of the drugs. Such a comprehensive  description may lead to a better understanding of the effects of pharmacological  interventions in the RAAS.","2012-11","2024-04-17 08:32:24","2024-04-17 08:32:24","","417-428","","5","60","","J Cardiovasc Pharmacol","","","","","","","","eng","","","","","","","Place: United States PMID: 23143654","","","","Humans; Administration, Oral; Injections, Intravenous; Computer Simulation; Biomarkers/metabolism; *Models, Biological; Angiotensin II/*metabolism; Angiotensin-Converting Enzyme Inhibitors/administration & dosage/*pharmacokinetics; Renin-Angiotensin System/*drug effects/*physiology; Enalapril/administration & dosage/pharmacokinetics; Angiotensin I/*metabolism; Enalaprilat/administration & dosage/pharmacokinetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9S7IXQUE","journalArticle","2024","Aziz, Shahkaar; Waqas, Muhammad; Naz, Hafiza Farah; Halim, Sobia Ahsan; Jan, Afnan; Muhsinah, Abdullatif Bin; Khan, Ajmal; Al-Harrasi, Ahmed","Identification of novel compounds and repurposing of FDA drugs for 1-deoxy-D-xylulose 5-phosphate reductoisomerase enzyme of Plasmodium falciparum  to combat malaria resistance.","International journal of biological macromolecules","","1879-0003 0141-8130","10.1016/j.ijbiomac.2023.128672","","The rise of Plasmodium falciparum resistance to Artemisinin-based combination therapies (ACTs) is a significant concern in the fight against malaria. This  situation calls for the search for novel anti-malarial candidates.  1-deoxy-D-xylulose 5-phosphate reductoisomerase (IspC) is a potential target  involved in various cellular processes in P. falciparum (Pf). We screened ∼0.69  billion novel compounds from the ZINC20 library and repurposed ∼1400 FDA drugs  using computational drug discovery methods against PfIspC. Following our  computational pipeline, we found five novel ZINC20 compounds (Z-2, Z-3, Z-10,  Z-13, and Z-14) and three FDA drugs (Aliskiren, Ceftolozane, and Ombitasvir) that  showed striking docking energy (ranging from -8.405 to -10.834 kcal/mol), and  strong interactions with key binding site residues (Ser269, Ser270, Ser306,  Asn311, Lys312, and Met360) of PfIspC. The novel anti-malarial compounds also  exhibited favorable pharmacokinetics and physicochemical properties. Furthermore,  through molecular dynamics simulation, we observed the stable dynamics of  PfIspC-inhibitor complexes and the influence of inhibitor binding on the  protein's conformational arrangements. Notably, the binding free energy  estimation confirmed high binding affinity (varied from -11.68 to  -33.16 kcal/mol) of these compounds for PfIspC. Our findings could contribute to  the ongoing efforts in combating malaria and invite experimental-lab researchers  for validation.","2024-02","2024-04-17 08:32:24","2024-04-17 08:32:24","","128672","","Pt 2","257","","Int J Biol Macromol","","","","","","","","eng","Copyright © 2023 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 38092105","","","","Humans; Malaria; Drugs; Molecular Docking Simulation; Drug Repositioning; Molecular docking; Plasmodium falciparum; *Malaria; *Aldose-Ketose Isomerases; *Antimalarials/pharmacology/chemistry; 1-Deoxy-D-xylulose 5-phosphate reductoisomerase; MD simulation; Plasmodium falciparum/metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHBS9QVJ","journalArticle","2021","Loganathan, Lakshmanan; Kuriakose, Beena Briget; Mushfiq, Sakeena; Muthusamy, Karthikeyan","Mechanistic insights on nsSNPs on binding site of renin and cytochrome P450 proteins: A computational perceptual study for pharmacogenomics evaluation.","Journal of cellular biochemistry","","1097-4644 0730-2312","10.1002/jcb.30069","","Past several decades, therapeutic investigations lead to the discovery of numerous antihypertensive drugs. Although it has been proved for their potency,  altered efficacy is common norms in several conditions due to genetic variations.  Cytochrome P450 plays a crucial role in drug metabolism and responsible for the  pharmacokinetic and pharmacodynamic properties of the drug molecules. Here, we  report the deleterious point mutations in the genes associated with the altered  response of antihypertensive drug molecules and their metabolizers. Missense  variants were filtered as potential nonsynonymous single nucleotide polymorphisms  among the available data for the target genes (REN, CYP2D6, CYP3A4). The key  objective of the work is to identify the deleterious single nucleotide  polymorphisms (SNPs) responsible for the drug response and metabolism for the  application of personalized medication. The molecular docking studies revealed  that Aliskiren and other clinically approved drug molecules have a high binding  affinity with both wild and mutant structures of renin, CYP2D6, and CYP3A4  proteins. The docking (Glide XP) score was observed to have in the range of  -8.896 to -11.693 kcal/mol. The molecular dynamics simulation studies were  employed to perceive the structural changes and conformational deviation through  various analyses. Each studied SNPs was observed to have disparate scoring in the  binding affinity to the specific drug molecules. As a prospective plan, we assume  this study might be applied to identify the risky SNPs associated with  hypertension from the patients to recommend the suitable drug for personalized  hypertensive treatment. Further, extensive clinical pharmacogenomics studies are  required to support the findings.","2021-10","2024-04-17 08:32:24","2024-04-17 08:32:24","","1460-1474","","10","122","","J Cell Biochem","","","","","","","","eng","© 2021 Wiley Periodicals LLC.","","","","","","Place: United States PMID: 34161641","","","","Humans; Polymorphism, Single Nucleotide; Binding Sites; Pharmacogenetics; Computational Biology; Protein Conformation; Molecular Docking Simulation; pharmacogenomics; RAAS; hypertension; Molecular Dynamics Simulation; molecular docking; Cytochrome P-450 CYP3A/chemistry/genetics/*metabolism; molecular dynamics; antihypertensive drugs; Aliskiren; renin; Antihypertensive Agents/chemistry/*metabolism/pharmacology; Cytochrome P-450 CYP2D6/chemistry/genetics/*metabolism; nsSNPs; Renin/chemistry/genetics/*metabolism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YN6D7WX5","journalArticle","2020","Bednarczyk, Dallas; Sanghvi, Menaka V.","Organic anion transporting polypeptide 2B1 (OATP2B1), an expanded substrate profile, does it align with OATP2B1's hypothesized function?","Xenobiotica; the fate of foreign compounds in biological systems","","1366-5928 0049-8254","10.1080/00498254.2020.1745318","","An expanded view of the substrate landscape of organic anion transporting polypeptide (OATP) 2B1 was pursued with the goal of understanding if the  identification of novel in vitro substrates could shed additional light on the  impact of OATP2B1 on intestinal absorption and brain penetration.To examine this  hypothesis, a series of experiments measured the cellular accumulation of a  diverse array of compounds. Representative angiotensin II receptor blockers  (ARBs) and other compounds of interest were subsequently investigated for  inhibition, time dependence, and kinetics.The study identified ARBs as a class of  OATP2B1 substrates and found balsalazide, olsalzine, and gavestinel to be novel  substrates of OATP2B1 too. Some compounds previously reported to be OATP2B1  substrates in the literature, aliskiren, erlotinib, montelukast, fexofenadine,  and taurocholate could not be confirmed as substrates.Literature describing  in vivo outcomes for OATP2B1 substrates, coproporphyrin III, ARBs, balsalazide,  olsalzine, and gavestinel highlight the absence of a substantial impact of  OATP2B1 on the oral absorption and/or brain penetration of OATP2B1 substrates.  Suggestions of including OATP2B1 assessment as part of the drug approval process  are likely premature and further mechanistic work with more robust OATP2B1  substrates, which may include some of those described here, is desirable.","2020-09","2024-04-17 08:32:24","2024-04-17 08:32:24","","1128-1137","","9","50","","Xenobiotica","","","","","","","","eng","","","","","","","Place: England PMID: 32189541","","","","Humans; Intestinal Absorption; Organic Anion Transporters/*metabolism; Terfenadine/analogs & derivatives; drug absorption; angiotensin II receptor blocker; brain penetration; coproporphyrin; Coproporphyrins/*metabolism; OATP2B1; Organic anion transporting polypeptide","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
